date,home_team,away_team,home_win_rate,odds_1,home_team_prob,prob_used,EV_€_per_100,EV_live_€_per_100,win,home_team_won,pnl_100,home_ml_pnl_100
2026-03-11,LAC,MIN,0.65,1.77,0.7115126297039801,0.5454307112763014,,,1,1,77.0,77.0
2026-03-11,DEN,HOU,0.55,1.4,0.5107250397275606,0.64258933801293,,,1,1,39.99999999999999,39.99999999999999
2026-03-14,SAS,CHO,0.75,1.51,0.6412138098304573,0.6225701744601547,,,1,1,51.0,51.0
2026-03-14,MIA,ORL,0.65,1.62,0.6480986054722246,0.6021248924191768,,,0,0,-100.0,-100.0
2026-03-16,ATL,ORL,0.6,1.65,0.7059583501906697,0.5676193443076251,,,1,1,64.99999999999999,64.99999999999999
2026-03-16,HOU,LAL,0.7,1.74,0.4319257839940333,0.535319178066805,,,0,0,-100.0,-100.0
2026-03-17,CHO,MIA,0.5,1.46,0.6846977012732491,0.6268739893062738,,,1,1,46.0,46.0
2026-03-18,NOP,LAC,0.55,1.74,0.621291495804238,0.5438730213693546,,,1,1,74.0,74.0
2026-03-18,HOU,LAL,0.65,1.74,0.4263632567876522,0.535319178066805,,,0,0,-100.0,-100.0
2026-03-19,MIA,LAL,0.65,1.68,0.6134627932146373,0.5591892190828188,,,0,0,-100.0,-100.0
2026-03-19,CHO,ORL,0.5,1.46,0.7218510185731304,0.6268739893062738,,,1,1,46.0,46.0
2026-03-19,NOP,LAC,0.55,1.8,0.6768902736861507,0.5293361259320494,,,1,1,80.0,80.0
2026-03-20,DET,GSW,0.7,1.44,0.7498432613191387,0.6324564563139277,,,1,1,43.99999999999999,43.99999999999999
2026-03-20,HOU,ATL,0.6,1.62,0.3971501988265407,0.5638816183924424,,,1,1,62.000000000000014,62.000000000000014
2026-03-20,MIN,POR,0.65,1.74,0.4448752729622794,0.5244838021689797,,,0,0,-100.0,-100.0
2026-03-21,HOU,MIA,0.6,1.7,0.5103590676992604,0.5535256441416134,,,1,1,70.0,70.0
2026-03-25,DET,ATL,0.75,1.62,0.650585195601794,0.5837143170416437,,,0,0,-100.0,-100.0
