home_team,away_team,home_team_prob,odds_1,odds_2,result,date,accuracy,prob_iso,prob_iso_insample,prob_iso_oos_time,prob_live_oos_proxy,prob_live_safe_pre_clip,prob_base,prob_live_safe,prob_used,source_snapshot_date,result_raw,game_date,pred_home_win_proba,closing_home_odds,closing_away_odds,home_team_won,iso_proba_home_win,live_oos_proxy_ready,live_oos_proxy_train_rows,live_oos_proxy_bin_n,live_oos_proxy_bin_winrate,market_implied_p_raw,market_implied_p_devig,model_market_gap,model_market_gap_flag,live_underdog_upscale_guard_triggered,prob_blended,live_shrink_triggered,blocked_by,implied_prob_1,home_win_rate
NYK,CLE,0.489762379089478,1.62,2.5,NYK,2025-10-22,0.0,0.45416666666666666,0.4540540540540541,0.45416666666666666,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.5841616264461251,2026-06-02,NYK,2025-10-22,0.489762379089478,1.62,2.5,1.0,0.45416666666666666,True,1200,0,,0.6172839506172839,0.6067961165048543,-0.15274206245080024,False,False,0.5841616264461251,False,PASS,0.6172839506172839,0.8
POR,MIN,0.4301687006041267,2.75,1.6,MIN,2025-10-22,1.0,0.45416666666666666,0.4540540540540541,0.45416666666666666,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.39716149621515007,2026-06-02,MIN,2025-10-22,0.4301687006041267,2.75,1.6,0.0,0.45416666666666666,True,1200,0,,0.36363636363636365,0.367816091954023,0.0862379621000311,False,False,0.39716149621515007,False,PASS,0.36363636363636365,0.5
ATL,TOR,0.2309843114792933,1.44,2.85,TOR,2025-10-22,1.0,0.23529411764705882,0.2828282828282828,0.23529411764705882,0.2828282828282828,0.35,0.2828282828282828,0.2828282828282828,0.6344325913326618,2026-06-02,TOR,2025-10-22,0.2309843114792933,1.44,2.85,0.0,0.23529411764705882,True,1200,0,,0.6944444444444444,0.6643356643356644,-0.3143356643356644,False,False,0.6581559898031316,True,PASS,0.6944444444444444,0.45
IND,OKC,0.3213069213176888,3.45,1.33,OKC,2025-10-23,1.0,0.30263157894736836,0.2828282828282828,0.30263157894736836,0.2828282828282828,0.35,0.2828282828282828,0.2828282828282828,0.35,2026-06-02,OKC,2025-10-23,0.3213069213176888,3.45,1.33,0.0,0.30263157894736836,True,1200,0,,0.2898550724637681,0.2782426778242678,0.07175732217573216,False,False,0.30750566184900907,False,PASS,0.2898550724637681,0.35
GSW,DEN,0.3516259026276808,1.77,2.1,GSW,2025-10-23,0.0,0.30263157894736836,0.2828282828282828,0.30263157894736836,0.2828282828282828,0.35,0.2828282828282828,0.2828282828282828,0.5252984518277903,2026-06-02,GSW,2025-10-23,0.3516259026276808,1.77,2.1,1.0,0.30263157894736836,True,1200,0,,0.5649717514124294,0.5426356589147286,-0.19263565891472867,False,False,0.5252984518277903,False,PASS,0.5649717514124294,0.7
DAL,WAS,0.3183073897438852,1.24,4.43,WAS,2025-10-24,1.0,0.30263157894736836,0.2828282828282828,0.30263157894736836,0.2828282828282828,0.35,0.2828282828282828,0.2828282828282828,0.7374390814350316,2026-06-02,WAS,2025-10-24,0.3183073897438852,1.24,4.43,0.0,0.30263157894736836,True,1200,0,,0.8064516129032259,0.7813051146384479,-0.4313051146384479,False,False,0.7793400958059196,True,PASS,0.8064516129032259,0.5
SAC,UTA,0.3782020573579452,1.83,2.05,SAC,2025-10-24,0.0,0.4473684210526316,0.4222222222222222,0.4473684210526316,0.4222222222222222,0.4222222222222222,0.4222222222222222,0.4222222222222222,0.5001865029676655,2026-06-02,SAC,2025-10-24,0.3782020573579452,1.83,2.05,1.0,0.4473684210526316,True,1200,0,,0.5464480874316939,0.5283505154639175,-0.10612829324169532,False,False,0.5001865029676655,False,PASS,0.5464480874316939,0.3
NOP,SAS,0.3606290989589318,1.56,2.5,SAS,2025-10-24,1.0,0.30263157894736836,0.2828282828282828,0.30263157894736836,0.2828282828282828,0.35,0.2828282828282828,0.2828282828282828,0.5902488045062763,2026-06-02,SAS,2025-10-24,0.3606290989589318,1.56,2.5,0.0,0.30263157894736836,True,1200,0,,0.641025641025641,0.6157635467980296,-0.2657635467980296,False,False,0.6061750641250309,True,PASS,0.641025641025641,0.35
HOU,DET,0.5202169222878452,1.95,2.25,DET,2025-10-24,0.0,0.5,0.5094339622641508,0.5,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.516792452378991,2026-06-02,DET,2025-10-24,0.5202169222878452,1.95,2.25,0.0,0.5,True,1200,0,,0.5128205128205129,0.5357142857142858,-0.02628032345013498,False,False,0.516792452378991,False,PASS,0.5128205128205129,0.75
MEM,MIA,0.5985323798415145,1.71,2.15,MIA,2025-10-24,0.0,0.6372549019607843,0.6455696202531646,0.6372549019607843,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.5862677250193905,2026-06-02,MIA,2025-10-24,0.5985323798415145,1.71,2.15,0.0,0.6372549019607843,True,1200,0,,0.5847953216374269,0.5569948186528497,0.08857480160031483,False,False,0.5862677250193905,False,PASS,0.5847953216374269,0.5
POR,GSW,0.4031212023317619,1.68,2.25,POR,2025-10-24,0.0,0.45416666666666666,0.4540540540540541,0.45416666666666666,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.5455738903555907,2026-06-02,POR,2025-10-24,0.4031212023317619,1.68,2.25,1.0,0.45416666666666666,True,1200,0,,0.5952380952380952,0.5725190839694657,-0.11846502991541163,False,False,0.5455738903555907,False,PASS,0.5952380952380952,0.5
ORL,ATL,0.5996045065044405,1.42,2.94,ATL,2025-10-24,0.0,0.6372549019607843,0.6455696202531646,0.6372549019607843,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.6311079382046643,2026-06-02,ATL,2025-10-24,0.5996045065044405,1.42,2.94,0.0,0.6372549019607843,True,1200,0,,0.7042253521126761,0.6743119266055045,-0.028742306352339986,False,False,0.6542446331819579,True,PASS,0.7042253521126761,0.7
LAC,PHO,0.3248311083559236,1.23,4.4,LAC,2025-10-24,0.0,0.30263157894736836,0.2828282828282828,0.30263157894736836,0.2828282828282828,0.35,0.2828282828282828,0.2828282828282828,0.7376319137115389,2026-06-02,LAC,2025-10-24,0.3248311083559236,1.23,4.4,1.0,0.30263157894736836,True,1200,0,,0.8130081300813008,0.7815275310834814,-0.4315275310834814,False,False,0.7795669573076929,True,PASS,0.8130081300813008,0.6
NYK,BOS,0.6512124624794146,1.67,2.25,NYK,2025-10-24,1.0,0.6739130434782608,0.696078431372549,0.6739130434782608,0.696078431372549,0.696078431372549,0.696078431372549,0.696078431372549,0.5703626433647085,2026-06-02,NYK,2025-10-24,0.6512124624794146,1.67,2.25,1.0,0.6739130434782608,True,1200,0,,0.5988023952095809,0.5739795918367347,0.12209883953581424,True,False,0.6005180619495837,True,PASS,0.5988023952095809,0.8
BRK,CLE,0.3944473868173287,2.1,1.77,CLE,2025-10-24,1.0,0.45416666666666666,0.4222222222222222,0.45416666666666666,0.4222222222222222,0.4222222222222222,0.4222222222222222,0.4222222222222222,0.43471515554249396,2026-06-02,CLE,2025-10-24,0.3944473868173287,2.1,1.77,0.0,0.45416666666666666,True,1200,0,,0.47619047619047616,0.4573643410852713,-0.03514211886304908,False,False,0.43471515554249396,False,PASS,0.47619047619047616,0.25
TOR,MIL,0.4861625495813919,1.75,2.2,MIL,2025-10-24,1.0,0.45416666666666666,0.4540540540540541,0.45416666666666666,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.5285308727550051,2026-06-02,MIL,2025-10-24,0.4861625495813919,1.75,2.2,0.0,0.45416666666666666,True,1200,0,,0.5714285714285714,0.5569620253164557,-0.10290797126240159,False,False,0.5285308727550051,False,PASS,0.5714285714285714,0.6
LAL,MIN,0.5743413818589066,2.05,1.81,LAL,2025-10-24,1.0,0.5420560747663552,0.5454545454545454,0.5420560747663552,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.49831398370450786,2026-06-02,LAL,2025-10-24,0.5743413818589066,2.05,1.81,1.0,0.5420560747663552,True,1200,0,,0.48780487804878053,0.4689119170984456,0.07654262835609982,False,False,0.49831398370450786,False,PASS,0.48780487804878053,0.7
PHI,CHO,0.6268269368540074,1.51,2.64,PHI,2025-10-25,1.0,0.6635514018691588,0.6455696202531646,0.6635514018691588,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.6228438208154617,2026-06-02,PHI,2025-10-25,0.6268269368540074,1.51,2.64,1.0,0.6635514018691588,True,1200,0,,0.6622516556291391,0.6361445783132531,0.00942504193991145,False,False,0.6445221421358374,True,PASS,0.6622516556291391,0.5
DEN,PHO,0.682780981492606,1.12,6.75,DEN,2025-10-25,1.0,0.7278481012658228,0.696078431372549,0.7278481012658228,0.696078431372549,0.696078431372549,0.696078431372549,0.696078431372549,0.7858137866821124,2026-06-02,DEN,2025-10-25,0.682780981492606,1.12,6.75,1.0,0.7278481012658228,True,1200,0,,0.8928571428571428,0.8576874205844981,-0.1616089892119491,False,False,0.8362515137436617,True,PASS,0.8928571428571428,0.65
MEM,IND,0.5286262464380135,1.74,2.14,MEM,2025-10-25,1.0,0.5,0.5094339622641508,0.5,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.5266695439013065,2026-06-02,MEM,2025-10-25,0.5286262464380135,1.74,2.14,1.0,0.5,True,1200,0,,0.5747126436781609,0.5515463917525772,-0.04211242948842642,False,False,0.5266695439013065,False,PASS,0.5747126436781609,0.5
ATL,OKC,0.5140803937138909,3.5,1.32,OKC,2025-10-25,0.0,0.5,0.5094339622641508,0.5,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.3503781641526102,2026-06-02,OKC,2025-10-25,0.5140803937138909,3.5,1.32,0.0,0.5,True,1200,0,,0.2857142857142857,0.2738589211618257,0.23557504110232513,True,False,0.28625452021801456,True,PASS,0.2857142857142857,0.45
ORL,CHI,0.4893812844699602,1.41,3.0,CHI,2025-10-25,1.0,0.45416666666666666,0.4540540540540541,0.45416666666666666,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.6418581487756865,2026-06-02,CHI,2025-10-25,0.4893812844699602,1.41,3.0,0.0,0.45416666666666666,True,1200,0,,0.7092198581560284,0.6802721088435374,-0.2262180547894833,False,False,0.6668919397361017,True,PASS,0.7092198581560284,0.7
SAS,BRK,0.6782102457876245,1.16,5.55,SAS,2025-10-26,1.0,0.7278481012658228,0.696078431372549,0.7278481012658228,0.696078431372549,0.696078431372549,0.696078431372549,0.696078431372549,0.7564061676928255,2026-06-02,SAS,2025-10-26,0.6782102457876245,1.16,5.55,1.0,0.7278481012658228,True,1200,0,,0.8620689655172414,0.827123695976155,-0.131045264603606,False,False,0.8016543149327359,True,PASS,0.8620689655172414,0.85
SAC,LAL,0.459462502237683,2.24,1.68,LAL,2025-10-26,1.0,0.45416666666666666,0.4540540540540541,0.45416666666666666,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.44710278144950816,2026-06-02,LAL,2025-10-26,0.459462502237683,2.24,1.68,0.0,0.45416666666666666,True,1200,0,,0.4464285714285714,0.4285714285714286,0.025482625482625476,False,False,0.44710278144950816,False,PASS,0.4464285714285714,0.3
MIN,IND,0.6837240315306252,1.17,5.4,MIN,2025-10-26,1.0,0.7278481012658228,0.696078431372549,0.7278481012658228,0.696078431372549,0.696078431372549,0.696078431372549,0.696078431372549,0.7514433891415253,2026-06-02,MIN,2025-10-26,0.6837240315306252,1.17,5.4,1.0,0.7278481012658228,True,1200,0,,0.8547008547008548,0.8219178082191781,-0.12583937684662916,False,False,0.7958157519312063,True,PASS,0.8547008547008548,0.7
DAL,TOR,0.3187522368890158,1.87,1.95,DAL,2025-10-26,0.0,0.30263157894736836,0.2828282828282828,0.30263157894736836,0.2828282828282828,0.35,0.2828282828282828,0.2828282828282828,0.48888132905528914,2026-06-02,DAL,2025-10-26,0.3187522368890158,1.87,1.95,1.0,0.30263157894736836,True,1200,0,,0.53475935828877,0.5104712041884817,-0.1604712041884817,False,False,0.48888132905528914,False,PASS,0.53475935828877,0.5
CLE,MIL,0.6196150031502539,1.39,3.1,CLE,2025-10-26,1.0,0.6372549019607843,0.6455696202531646,0.6372549019607843,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.640096621201724,2026-06-02,CLE,2025-10-26,0.6196150031502539,1.39,3.1,1.0,0.6372549019607843,True,1200,0,,0.7194244604316548,0.6904231625835189,-0.044853542330354323,False,False,0.6648195543549693,True,PASS,0.7194244604316548,0.65
LAC,POR,0.4940595446935642,1.32,3.5,LAC,2025-10-26,0.0,0.45416666666666666,0.4540540540540541,0.45416666666666666,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.6845099398933074,2026-06-02,LAC,2025-10-26,0.4940595446935642,1.32,3.5,1.0,0.45416666666666666,True,1200,0,,0.7575757575757576,0.7261410788381742,-0.27208702478412017,False,False,0.7170705175215382,True,PASS,0.7575757575757576,0.6
DET,BOS,0.5182374162309578,1.51,2.64,DET,2025-10-26,1.0,0.5,0.5094339622641508,0.5,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.5936245128943725,2026-06-02,DET,2025-10-26,0.5182374162309578,1.51,2.64,1.0,0.5,True,1200,0,,0.6622516556291391,0.6361445783132531,-0.12671061604910228,False,False,0.6101464857580853,True,PASS,0.6622516556291391,0.8
MIA,NYK,0.5535571090181824,2.2,1.7,MIA,2025-10-26,1.0,0.5420560747663552,0.5172413793103449,0.5420560747663552,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.5172413793103449,0.4653236845475373,2026-06-02,MIA,2025-10-26,0.5535571090181824,2.2,1.7,1.0,0.5420560747663552,True,1200,0,,0.45454545454545453,0.4358974358974359,0.08134394341290896,False,False,0.4653236845475373,False,PASS,0.45454545454545453,0.65
WAS,CHO,0.5290155118953928,1.77,2.1,CHO,2025-10-26,0.0,0.5,0.5094339622641508,0.5,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.5094339622641508,0.5207117061996229,2026-06-02,CHO,2025-10-26,0.5290155118953928,1.77,2.1,0.0,0.5,True,1200,0,,0.5649717514124294,0.5426356589147286,-0.03320169665057782,False,False,0.5207117061996229,False,PASS,0.5649717514124294,0.3
HOU,BRK,0.4805730839885264,1.07,9.0,HOU,2025-10-27,0.0,0.45416666666666666,0.4540540540540541,0.47368421052631576,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.8,2026-06-02,HOU,2025-10-27,0.4805730839885264,1.07,9.0,1.0,0.45416666666666666,True,1200,0,,0.9345794392523364,0.893743793445879,-0.4396897393918249,False,False,0.8919398995605293,True,PASS,0.9345794392523364,0.75
LAL,POR,0.7267535356091751,2.2,1.7,POR,2025-10-27,0.0,0.7391304347826086,0.7468354430379747,1.0,0.7468354430379747,0.7468354430379747,0.7468354430379747,0.7468354430379747,0.4567665683301087,2026-06-02,POR,2025-10-27,0.7267535356091751,2.2,1.7,0.0,0.7391304347826086,True,1200,0,,0.45454545454545453,0.4358974358974359,0.31093800714053876,True,True,0.43823795475729815,True,MODEL_MARKET_GAP,0.45454545454545453,0.7
CHI,ATL,0.6255320227537459,2.14,1.74,CHI,2025-10-27,1.0,0.6372549019607843,0.6455696202531646,0.6372549019607843,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.46996651181531063,2026-06-02,CHI,2025-10-27,0.6255320227537459,2.14,1.74,1.0,0.6372549019607843,True,1200,0,,0.4672897196261682,0.4484536082474227,0.19711601200574186,True,True,0.4570950168790152,True,MODEL_MARKET_GAP,0.4672897196261682,0.6
MIN,DEN,0.6417247580306555,3.05,1.4,DEN,2025-10-27,0.0,0.6635514018691588,0.6455696202531646,0.6635514018691588,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.6455696202531646,0.3728561996343219,2026-06-02,DEN,2025-10-27,0.6417247580306555,3.05,1.4,0.0,0.6635514018691588,True,1200,0,,0.3278688524590164,0.3146067415730337,0.33096287868013086,True,True,0.31836599947760275,True,MODEL_MARKET_GAP,0.3278688524590164,0.7
SAS,TOR,0.748654791755525,1.49,2.7,SAS,2025-10-27,1.0,0.7391304347826086,0.7468354430379747,0.7391304347826086,0.7468354430379747,0.7468354430379747,0.7468354430379747,0.7468354430379747,0.6469301475499397,2026-06-02,SAS,2025-10-27,0.748654791755525,1.49,2.7,1.0,0.7391304347826086,True,1200,0,,0.6711409395973155,0.6443914081145585,0.10244403492341614,False,False,0.6728589971175761,True,PASS,0.6711409395973155,0.85
DET,CLE,0.513076019664289,2.2,1.7,CLE,2025-10-27,0.0,0.5,0.5094339622641508,0.6875,0.6875,0.6875,0.6875,0.6875,0.4585679274021572,2026-06-02,CLE,2025-10-27,0.513076019664289,2.2,1.7,0.0,0.5,True,1200,0,,0.45454545454545453,0.4358974358974359,0.2516025641025641,True,True,0.44081132486022456,True,MODEL_MARKET_GAP,0.45454545454545453,0.8
DAL,OKC,0.3106524687964385,3.7,1.29,OKC,2025-10-27,1.0,0.2549019607843137,0.2828282828282828,0.2549019607843137,0.0,0.35,0.0,0.0,0.35,2026-06-02,OKC,2025-10-27,0.3106524687964385,3.7,1.29,0.0,0.2549019607843137,True,1200,0,,0.27027027027027023,0.25851703406813625,0.09148296593186372,False,False,0.28767172186200873,False,PASS,0.27027027027027023,0.5
NOP,BOS,0.3443896899698273,1.74,2.14,BOS,2025-10-27,1.0,0.30263157894736836,0.2828282828282828,0.30263157894736836,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5347618155937324,2026-06-02,BOS,2025-10-27,0.3443896899698273,1.74,2.14,0.0,0.30263157894736836,True,1200,0,,0.5747126436781609,0.5515463917525772,-0.022134627046694888,False,False,0.5347618155937324,False,PASS,0.5747126436781609,0.35
UTA,PHO,0.5011426492879132,1.85,1.98,UTA,2025-10-27,1.0,0.5,0.4540540540540541,0.5,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4540540540540541,0.4883155138684915,2026-06-02,UTA,2025-10-27,0.5011426492879132,1.85,1.98,1.0,0.5,True,1200,0,,0.5405405405405405,0.5169712793733681,-0.06291722531931399,False,False,0.4883155138684915,False,PASS,0.5405405405405405,0.35
GSW,MEM,0.6635216003488732,1.29,3.7,GSW,2025-10-27,1.0,0.6739130434782608,0.696078431372549,0.6739130434782608,0.696078431372549,0.696078431372549,0.696078431372549,0.696078431372549,0.6833813220284535,2026-06-02,GSW,2025-10-27,0.6635216003488732,1.29,3.7,1.0,0.6739130434782608,True,1200,0,,0.7751937984496123,0.7414829659318637,-0.0454045345593147,False,False,0.7157427317981806,True,PASS,0.7751937984496123,0.7
GSW,LAC,0.5489562733263578,2.05,1.8,GSW,2025-10-28,1.0,0.5420560747663552,0.5172413793103449,0.6875,0.6875,0.6875,0.6875,0.6875,0.4809646063750333,2026-06-02,GSW,2025-10-28,0.5489562733263578,2.05,1.8,1.0,0.5420560747663552,True,1200,0,,0.48780487804878053,0.4675324675324676,0.21996753246753242,True,True,0.47280658053576186,True,MODEL_MARKET_GAP,0.48780487804878053,0.7
MIL,NYK,0.6100791721032666,2.05,1.8,MIL,2025-10-28,1.0,0.6372549019607843,0.6455696202531646,0.7202161594993994,0.7202161594993994,0.7202161594993994,0.7202161594993994,0.7202161594993994,0.47972541284583115,2026-06-02,MIL,2025-10-28,0.6100791721032666,2.05,1.8,1.0,0.6372549019607843,True,1200,0,,0.48780487804878053,0.4675324675324676,0.25268369196693186,True,True,0.4710363040654731,True,MODEL_MARKET_GAP,0.48780487804878053,0.5
WAS,PHI,0.3342717835225763,2.5,1.56,PHI,2025-10-28,1.0,0.30263157894736836,0.2828282828282828,0.47368421052631576,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.43551865570703113,2026-06-02,PHI,2025-10-28,0.3342717835225763,2.5,1.56,0.0,0.30263157894736836,True,1200,0,,0.4,0.38423645320197053,0.14517531150391183,True,False,0.4078837938671873,True,PASS,0.4,0.3
MIA,CHO,0.6335698262948327,1.44,2.85,MIA,2025-10-28,1.0,0.6635514018691588,0.6455696202531646,0.75,0.75,0.75,0.75,0.75,0.6646412943751933,2026-06-02,MIA,2025-10-28,0.6335698262948327,1.44,2.85,1.0,0.6635514018691588,True,1200,0,,0.6944444444444444,0.6643356643356644,0.08566433566433562,False,False,0.6936956404414039,True,PASS,0.6944444444444444,0.65
OKC,SAC,0.6956613608047013,1.22,4.5,OKC,2025-10-28,1.0,0.7278481012658228,0.7037037037037037,1.0,0.8571428571428571,0.8,0.8571428571428571,0.8571428571428571,0.7532717823603896,2026-06-02,OKC,2025-10-28,0.6956613608047013,1.22,4.5,1.0,0.7278481012658228,True,1200,0,,0.819672131147541,0.7867132867132867,0.01328671328671338,False,False,0.797966802776929,True,PASS,0.819672131147541,0.85
BOS,CLE,0.6568043780336956,2.45,1.57,BOS,2025-10-29,1.0,0.6739130434782608,0.696078431372549,0.875,0.8888888888888888,0.8,0.8888888888888888,0.8888888888888888,0.4240513388073735,2026-06-02,BOS,2025-10-29,0.6568043780336956,2.45,1.57,1.0,0.6739130434782608,True,1200,0,,0.4081632653061224,0.39054726368159204,0.409452736318408,True,True,0.39150191258196215,True,MODEL_MARKET_GAP,0.4081632653061224,0.7
UTA,POR,0.5420583033237949,2.24,1.68,POR,2025-10-29,0.0,0.5,0.5094339622641508,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.4523898310786627,2026-06-02,POR,2025-10-29,0.5420583033237949,2.24,1.68,0.0,0.5,True,1200,0,,0.4464285714285714,0.4285714285714286,0.2857142857142857,True,True,0.4319854729695181,True,MODEL_MARKET_GAP,0.4464285714285714,0.35
PHO,MEM,0.5067430714098696,2.02,1.82,MEM,2025-10-29,0.0,0.5,0.5094339622641508,0.6875,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.4887612502825301,2026-06-02,MEM,2025-10-29,0.5067430714098696,2.02,1.82,0.0,0.5,True,1200,0,,0.49504950495049505,0.4739583333333334,0.16240530303030293,True,True,0.48394464326075726,True,MODEL_MARKET_GAP,0.49504950495049505,0.6
DAL,IND,0.3279269420237086,1.4,3.05,DAL,2025-10-29,0.0,0.30263157894736836,0.2828282828282828,0.47368421052631576,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.6387166016653651,2026-06-02,DAL,2025-10-29,0.3279269420237086,1.4,3.05,1.0,0.30263157894736836,True,1200,0,,0.7142857142857143,0.6853932584269663,-0.15598149372108394,False,False,0.6631960019592531,True,PASS,0.7142857142857143,0.5
